chunk_id,num_movies,length,movie_ids,text
675,5,1284,"19150,19153,19187,19204,19255","Movie: The Crew
ID: 19150
Cast Members (13): Richard Dreyfuss, Burt Reynolds, Dan Hedaya, Seymour Cassel, Carrie-Anne Moss, Jennifer Tilly, Lainie Kazan, Miguel Sandoval, Jeremy Piven, Casey Siemaszko...
Crew Members (2): Michael Dinner, Michael Dinner

Movie: The Real Cancun
ID: 19153
Cast Members (1): Laura Ramsey
Crew Members (1): Rick de Oliveira

Movie: The Hebrew Hammer
ID: 19187
Cast Members (4): Adam Goldberg, Judy Greer, Andy Dick, Mario Van Peebles
Crew Members (2): Jonathan Kesselman,..."
676,5,1647,"19255,19265,19316,19344,19366","Movie: Away We Go
ID: 19255
Cast Members (17): John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara, Jeff Daniels, Allison Janney, Jim Gaffigan, Samantha Pryor, Conor Carroll, Maggie Gyllenhaal...
Crew Members (43): Sam Mendes, Debra Zane, Ellen Kuras, Sarah Flack, Ellen Lewis, Edward Saxon, Lydia Marks, Peter Saraf, Marc Turtletaub, Jess Gonchor...

Movie: Whatever Works
ID: 19265
Cast Members (20): Larry David, Evan Rachel Wood, Adam Brooks, Michael McKean, Lyle Kanouse, Carolyn McCorm..."
677,5,1650,"19366,19405,19419,19457,19489","Movie: Josie and the Pussycats
ID: 19366
Cast Members (11): Rachael Leigh Cook, Rosario Dawson, Tara Reid, Gabriel Mann, Alan Cumming, Missi Pyle, Parker Posey, Donald Faison, Seth Green, Breckin Meyer...
Crew Members (24): Joseph Middleton, Matthew Libatique, Jasna Stefanovic, Deborah Kaplan, Deborah Kaplan, Harry Elfont, Harry Elfont, Leesa Evans, John Frizzell, Peter Teschner...

Movie: Recess: School's Out
ID: 19405
Cast Members (10): Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Court..."
678,5,1491,"19489,19495,19556,19585,19615","Movie: Held Up
ID: 19489
Cast Members (25): Jamie Foxx, Nia Long, Barry Corbin, John Cullum, Jake Busey, Roselyn Sánchez, Eduardo Yáñez, Sarah Paulson, Diego Fuentes, Michael Shamus Wiles...
Crew Members (4): Steve Rash, Erik Fleming, Jeff Eastin, Jeff Eastin

Movie: Nomad: The Warrior
ID: 19495
Cast Members (9): Kuno Becker, Jay Hernandez, Jason Scott Lee, Doskhan Zholzhaksynov, Ayanat Ksenbai, Mark Dacascos, Aziz Beyshenaliev, Erik Zholzhaksynov, Dilnaz Akhmadieva
Crew Members (3): Sergei Bodr..."
679,5,1438,"19615,19644,19724,19803,19840","Movie: Flying By
ID: 19615
Cast Members (22): Billy Ray Cyrus, Heather Locklear, Ahnaise Christmas, Arabella Field, Mo Collins, Sidney Franklin, Robert Gossett, David Haack, Judith Hoag, Ted Hutton...
Crew Members (0): 

Movie: Silmido
ID: 19644
Cast Members (8): Sol Kyung-gu, Heo Jun-ho, Ahn Sung-Ki, Jung Jae-young, Im Won-hee, Kang Shin-il, Ji-Hwan Jo, Kang Seong-jin
Crew Members (5): Kim Sung-Bok, Kang Woo-Suk, Kang Woo-Suk, Hie-jae Kim, Jonathan Kim

Movie: Imagine That
ID: 19724
Cast Member..."
680,5,1457,"19840,19844,19848,19898,19899","Movie: I Love You, Beth Cooper
ID: 19840
Cast Members (17): Hayden Panettiere, Paul Rust, Lauren London, Lauren Storm, Jack Carpenter, Marie Avgeropoulos, Anja Savcic, Shawn Roberts, Jared Keeso, Andrea Savage...
Crew Members (13): Peter Honess, Howard Cummings, Chris Columbus, Chris Columbus, Mark Radcliffe, Michael Barnathan, Christophe Beck, Larry Doyle, Larry Doyle, Jennifer Blum...

Movie: Kiss the Bride
ID: 19844
Cast Members (2): Tori Spelling, Les Williams
Crew Members (1): C. Jay Cox

M..."
681,5,1693,"19899,19901,19904,19905,19908","Movie: Couples Retreat
ID: 19899
Cast Members (18): Vince Vaughn, Malin Åkerman, Jason Bateman, Kristen Bell, Jon Favreau, Ken Jeong, Kristin Davis, John Michael Higgins, Tasha Smith, Faizon Love...
Crew Members (6): Vince Vaughn, Peter Billingsley, Jon Favreau, Dana Fox, Claire Schwob, Christine Tisseau Giraudel

Movie: Daybreakers
ID: 19901
Cast Members (16): Ethan Hawke, Sam Neill, Willem Dafoe, Claudia Karvan, Isabel Lucas, Vince Colosimo, Jay Laga'aia, Michael Dorman, Harriet Minto-Day, Tif..."
682,5,1862,"19908,19912,19913,19933,19959","Movie: Zombieland
ID: 19908
Cast Members (16): Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin, Amber Heard, Bill Murray, Derek Graf, Justin Price, Mike White, Victory Van Tuyl...
Crew Members (9): Rhett Reese, Rhett Reese, Ezra Swerdlow, Gavin Polone, Ryan Kavanaugh, David Sardy, Ruben Fleischer, Paul Wernick, Paul Wernick

Movie: The Final Destination
ID: 19912
Cast Members (13): Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Krista Allen, Andrew Fiscella, Justin Welborn,..."
683,5,1737,"19959,19994,19995,19997,20009","Movie: Surrogates
ID: 19959
Cast Members (44): Bruce Willis, Radha Mitchell, Rosamund Pike, James Cromwell, Ving Rhames, Helena Mattsson, Boris Kodjoe, Ian Novick, Devin Ratray, Jack Noseworthy...
Crew Members (25): Janet Hirshenson, Jane Jenkins, Jeff Dawn, Jonathan Mostow, John D. Brancato, Michael Ferris, Jeff Mann, April Ferry, Michelle Lewitt, Oliver Wood...

Movie: Jennifer's Body
ID: 19994
Cast Members (20): Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody, J.K. Simmons, Kyle Gallne..."
684,5,1474,"20009,20024,20055,20065,20083","Movie: Slackers
ID: 20009
Cast Members (12): Jason Segel, Devon Sawa, Jason Schwartzman, Jaime King, Cameron Diaz, Laura Prepon, Michael C. Maronna, Jim Rash, Retta, Gedde Watanabe...
Crew Members (3): Dewey Nicks, David H. Steinberg, Nancy Young

Movie: The End of the Affair
ID: 20024
Cast Members (13): Ralph Fiennes, Stephen Rea, Julianne Moore, James Bolam, Ian Hart, Jason Isaacs, Deborah Findlay, Sam Bould, Cyril Shaps, Simon Turner...
Crew Members (16): Roger Pratt, Susie Figgis, Stephen Wo..."
685,5,1325,"20083,20156,20178,20296,20309","Movie: Shinjuku Incident
ID: 20083
Cast Members (15): Jackie Chan, Naoto Takenaka, Daniel Wu, Xu Jinglei, Fan Bingbing, Masaya Kato, Tôru Minegishi, Kenya Sawada, Hiroyuki Nagato, Yasuaki Kurata...
Crew Members (2): Chun Tin-Nam, Derek Yee Tung-Sing

Movie: Exotica
ID: 20156
Cast Members (14): Bruce Greenwood, Mia Kirshner, Elias Koteas, Don McKellar, Sarah Polley, Arsinée Khanjian, Victor Garber, David Hemblen, Calvin Green, Peter Krantz...
Crew Members (2): Atom Egoyan, Atom Egoyan

Movie: Wor..."
686,5,1448,"20309,20322,20337,20352,20360","Movie: Say It Isn't So
ID: 20309
Cast Members (17): Chris Klein, Heather Graham, Orlando Jones, Sally Field, Richard Jenkins, Eddie Cibrian, Mark Pellegrino, Jack Plotnick, John Rothman, Lin Shaye...
Crew Members (11): Nancy Foy, J.B. Rogers, Mark Irwin, Mason Daring, Lisa Jensen, James Bamford, Peter Gaulke, Sydney J. Bartholomew Jr., Gerry Swallow, Larry Madaras...

Movie: The Brothers
ID: 20322
Cast Members (8): Morris Chestnut, D. L. Hughley, Bill Bellamy, Shemar Moore, Tatyana Ali, Jenifer ..."
687,5,1391,"20360,20391,20406,20455,20468","Movie: Namastey London
ID: 20360
Cast Members (10): Akshay Kumar, Katrina Kaif, Rishi Kapoor, Clive Standen, Upen Patel, Javed Sheikh, Tiffany Mulheron, Ritesh Deshmukh, Nina Wadia, Shaana Diya
Crew Members (3): Vipul Amrutlal Shah, Suresh Nair, Ritesh Shah

Movie: Paint Your Wagon
ID: 20391
Cast Members (13): Lee Marvin, Clint Eastwood, Jean Seberg, Harve Presnell, Ray Walston, Tom Ligon, Alan Dexter, William O'Connell, Robert Easton, Geoffrey Norman...
Crew Members (9): William A. Fraker, Robe..."
688,5,1653,"20468,20483,20504,20520,20526","Movie: The Big Tease
ID: 20468
Cast Members (11): Craig Ferguson, David Rasche, Mary McCormack, Donal Logue, Nina Siemaszko, David Hasselhoff, Drew Carey, Cathy Lee Crosby, Caitlyn Jenner, Frances Fisher...
Crew Members (3): Sacha Gervasi, Craig Ferguson, Kevin Allen

Movie: Catch That Kid
ID: 20483
Cast Members (34): Kristen Stewart, Corbin Bleu, Max Thieriot, Jennifer Beals, Sam Robards, John Carroll Lynch, James Le Gros, Michael Des Barres, Stark Sands, Lennie Loftin...
Crew Members (21): Mic..."
689,5,1673,"20526,20533,20542,20616,20653","Movie: TRON: Legacy
ID: 20526
Cast Members (23): Garrett Hedlund, Jeff Bridges, Olivia Wilde, Bruce Boxleitner, Yaya DaCosta, Serinda Swan, Beau Garrett, Elizabeth Mathis, James Frain, Amy Esterle...
Crew Members (27): Steven Lisberger, Steven Lisberger, Donald Kushner, Sarah Finn, Heike Brandstatter, Coreen Mayrs, Michael Wilkinson, Kevin Ishioka, Lin MacDonald, Mark W. Mansbridge...

Movie: Jonah Hex
ID: 20533
Cast Members (26): Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender, Will ..."
690,5,1497,"20653,20662,20694,20697,20737","Movie: Roadside Romeo
ID: 20653
Cast Members (5): Saif Ali Khan, Kareena Kapoor, Javed Jaffrey, Tanaaz Currim Irani, Vrajesh Hirjee
Crew Members (0): 

Movie: Robin Hood
ID: 20662
Cast Members (34): Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong, Oscar Isaac, Danny Huston, Eileen Atkins, Mark Addy, Matthew Macfadyen...
Crew Members (18): Brian Grazer, Jina Jay, Ridley Scott, Ridley Scott, Russell Crowe, John Mathieson, Janty Yates, Arthur Max, Pietro Scalia, Brian Helgel..."
691,5,1462,"20737,20761,20763,20764,20766","Movie: Air Bud
ID: 20737
Cast Members (8): Kevin Zegers, Wendy Makkena, Michael Jeter, Bill Cobbs, Brendan Fletcher, Norman Browning, Eric Christmas, Nicola Cavendish
Crew Members (4): Charles Martin Smith, Paul Tamasy, Aaron Mendelsohn, Richard Trus

Movie: Play It to the Bone
ID: 20761
Cast Members (24): Antonio Banderas, Woody Harrelson, Lolita Davidovich, Tom Sizemore, Lucy Liu, Robert Wagner, Richard Masur, Willie Garson, Cylk Cozart, Jack Carter...
Crew Members (3): Ron Shelton, Ron Shelto..."
692,5,1724,"20766,20770,20794,20829,20856","Movie: The Road
ID: 20766
Cast Members (15): Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron, Robert Duvall, Guy Pearce, Molly Parker, Michael Kenneth Williams, Garret Dillahunt, Bob Jennings, Agnes Herrmann...
Crew Members (14): Javier Aguirresarobe, Francine Maisler, Nick Wechsler, Nick Cave, Warren Ellis, Cormac McCarthy, Joe Penhall, Joe Penhall, John Hillcoat, Chris Kennedy...

Movie: But I'm a Cheerleader
ID: 20770
Cast Members (22): Natasha Lyonne, Brandt Wille, Bud Cort, Michelle Will..."
693,5,1616,"20856,20857,20862,20943,20981","Movie: Aliens in the Attic
ID: 20856
Cast Members (18): Carter Jenkins, Austin Butler, Kevin Nealon, Robert Hoffman, Doris Roberts, Tim Meadows, Ashley Boettcher, Henri Young, Regan Young, Ashley Tisdale...
Crew Members (14): Marc S. Fischer, Mark Burton, Adam F. Goldberg, Kevin Kaska, John Schultz, Sean Button, Sachin Bangera, Guy Bar'ely, Alexander Fernandes, Joel Foster...

Movie: Hardball
ID: 20857
Cast Members (21): Keanu Reeves, Diane Lane, Michael B. Jordan, D. B. Sweeney, John Hawkes, Br..."
694,5,1220,"20981,21014,21074,21208,21283","Movie: The Call of Cthulhu
ID: 20981
Cast Members (6): Matt Foyer, John Bolen, Ralph Lucas, Chad Fifer, Susan Zucker, Kalafatic Poole
Crew Members (3): H.P. Lovecraft, Andrew Leman, Sean Branney

Movie: Keeping Up with the Steins
ID: 21014
Cast Members (12): Daryl Sabara, Jami Gertz, Jeremy Piven, Cheryl Hines, Carter Jenkins, Sandra Taylor, Larry Miller, Doris Roberts, Garry Marshall, Daryl Hannah...
Crew Members (2): Scott Marshall, Mark Zakarin

Movie: Brick Lane
ID: 21074
Cast Members (5): T..."
695,5,1076,"21283,21301,21309,21311,21334","Movie: Steppin: The Movie
ID: 21283
Cast Members (3): Wesley Jonathan, Chrystee Pharris, Anthony Anderson
Crew Members (4): Michael Taliferro, Sean Alexander Jefferson, Bryan Anthony Pierre, Nathan Hill

Movie: Barbershop 2:  Back in Business
ID: 21301
Cast Members (20): Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Keke Palmer, Michael Ealy, Queen Latifah, Eve, DeRay Davis, Kenan Thompson, Marcia Wright...
Crew Members (3): Mark Brown, Don D. Scott, Kevin Rodney Sullivan

Movie: River'..."
696,5,1350,"21334,21338,21345,21349,21355","Movie: Children of Heaven
ID: 21334
Cast Members (3): Mohammad Amir Naji, Amir Farrokh Hashemian, Bahare Seddiqi
Crew Members (2): Majid Majidi, Majid Majidi

Movie: Stone Cold
ID: 21338
Cast Members (16): Brian Bosworth, Lance Henriksen, William Forsythe, Arabella Holzbog, Sam McMurray, Richard Gant, Paulo Tocha, David Tress, Evan James, Tony Pierce...
Crew Members (35): John B. Mansbridge, Mark Helfrich, Michael Douglas, Richard L. Johnson, Larry Bock, Edward A. Warschilka, Alexander Gruszynsk..."
697,5,1614,"21355,21413,21461,21494,21512","Movie: All the Pretty Horses
ID: 21355
Cast Members (8): Matt Damon, Henry Thomas, Penélope Cruz, Sam Shepard, Robert Patrick, Lucas Black, Jesse Plemons, Rubén Blades
Crew Members (4): Sally Menke, Billy Bob Thornton, Cormac McCarthy, Ted Tally

Movie: The Battle of Shaker Heights
ID: 21413
Cast Members (8): Shia LaBeouf, Elden Henson, Amy Smart, Billy Kay, Kathleen Quinlan, Shiri Appleby, William Sadler, Ray Wise
Crew Members (8): Ben Affleck, Matt Damon, Chris Moore, Thomas E. Ackerman, Kyle ..."
698,5,1445,"21512,21525,21610,21612,21641","Movie: The Blood of Heroes
ID: 21512
Cast Members (13): Rutger Hauer, Joan Chen, Delroy Lindo, Anna Katarina, Vincent D'Onofrio, Gandhi MacIntyre, Justin Monjo, Casey Huang, Quang Dinh, John Doumtsis...
Crew Members (17): Charles Roven, Bonnie Timmermann, Alison Barrett, Terry Ryan, Richard Francis-Bruce, Richard Francis-Bruce, David Webb Peoples, David Webb Peoples, David Eggby, Todd Boekelheide...

Movie: Tupac: Resurrection
ID: 21525
Cast Members (1): Tupac Amaru Shakur
Crew Members (4): Laur..."
699,5,1866,"21641,21724,21755,21765,21801","Movie: The Damned United
ID: 21641
Cast Members (26): Michael Sheen, Timothy Spall, Colm Meaney, Jim Broadbent, Maurice Roeves, Stephen Graham, Henry Goodman, Mark Bazeley, Giles Alderson, Martin Compston...
Crew Members (14): Daniel Hubbard, Eve Stewart, Christine Langan, Andy Harries, Peter Morgan, Peter Morgan, Grainne Marmion, Rob Lane, Tom Hooper, Melanie Oliver...

Movie: Dance Flick
ID: 21724
Cast Members (10): Shoshana Bush, Damon Wayans Jr., Essence Atkins, Chris Elliott, David Alan Gri..."
700,5,1720,"21801,21972,22007,22013,22051","Movie: The Slaughter Rule
ID: 21801
Cast Members (16): Ryan Gosling, David Morse, Clea DuVall, Amy Adams, David Cale, Eddie Spears, Kelly Lynch, Ken White, Noah Watts, Kim DeLong...
Crew Members (11): Eric Alan Edwards, Brent White, Raymond Pumilia, John Johnson, Alex Smith, Alex Smith, Andrew J. Smith, Andrew J. Smith, Kristin M. Burke, Jay Farrar...

Movie: Like Mike
ID: 21972
Cast Members (13): Shad Moss, Morris Chestnut, Jonathan Lipnicki, Brenda Song, Jesse Plemons, Julius Ritter, Crispin G..."
701,5,1668,"22051,22074,22102,22215,22256","Movie: Adam
ID: 22051
Cast Members (24): Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving, Frankie Faison, Mark Linn-Baker, Haviland Morris, Adam LeFevre, Mike Hodge, Peter O'Hara...
Crew Members (13): Christopher Lennertz, Leslie Urdang, Max Mayer, Max Mayer, Christina Weiss Lurie, Seamus Tierney, Dean Vanech, Miranda de Pencier, Grant Myers, Gary Giudice...

Movie: Capitalism: A Love Story
ID: 22074
Cast Members (9): Michael Moore, Thora Birch, William Black, Elijah Cummings, Baron Hill, Ma..."
702,5,1511,"22256,22267,22301,22314,22327","Movie: Without Limits
ID: 22256
Cast Members (12): Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto, Matthew Lillard, Dean Norris, Billy Burke, Gabriel Olds, Judith Ivey, William Mapother...
Crew Members (4): Conrad L. Hall, Robert Towne, Robert Towne, Kenny Moore

Movie: Ride with the Devil
ID: 22267
Cast Members (11): Tobey Maguire, Skeet Ulrich, Jeffrey Wright, Jewel, Jonathan Rhys Meyers, Jim Caviezel, Simon Baker, Mark Ruffalo, Tom Wilkinson, John Judd...
Crew Members (20): Avy ..."
703,5,1286,"22327,22345,22479,22488,22530","Movie: Youth in Revolt
ID: 22327
Cast Members (16): Michael Cera, Zach Galifianakis, Justin Long, Ray Liotta, Steve Buscemi, Ari Graynor, Portia Doubleday, Rooney Mara, Erik Knudsen, Adhir Kalyan...
Crew Members (6): David Permut, Pamela Martin, Chuy Chávez, John Swihart, Gustin Nash, Miguel Arteta

Movie: Baby Geniuses
ID: 22345
Cast Members (6): Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol, Dom DeLuise, Dan Monahan
Crew Members (3): Bob Clark, Bob Clark, Greg Michael

Movie..."
704,5,1414,"22530,22538,22556,22597,22600","Movie: Bled
ID: 22530
Cast Members (10): Sarah Farooqui, Chris Ivan Cevic, Alex Petrovitch, Michele Morrow, Ivan L. Moody, Jonathan Oldham, Dichen Lachman, Jennifer Lee Wiggins, Kimberly Rowe, Monica Huntington
Crew Members (1): Christopher Hutson

Movie: Scott Pilgrim vs. the World
ID: 22538
Cast Members (30): Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Alison Pill, Brandon Routh, Jason Schwartzman, Ellen Wong, Satya Bhabha...
Crew Members (7): Bill Pope, E..."
705,5,1640,"22600,22617,22649,22787,22794","Movie: Gangster's Paradise: Jerusalema
ID: 22600
Cast Members (14): Daniel Buckland, Robert Hobbs, Rapulana Seiphemo, Jeffrey Zekele, Ronnie Nyakale, Shelley Meskin, Malusi Skenjana, Jafta Mamabolo, Motlatsi Mahloko, Kenneth Nkosi...
Crew Members (2): Ronnie Apteker, Ralph Ziman

Movie: Dinner Rush
ID: 22617
Cast Members (10): Danny Aiello, John Rothman, Frank Bongiorno, Lexie Sperduto, Zainab Jah, Alex Corrado, Michael McGlone, Walt McPherson, Polly Draper, Summer Phoenix
Crew Members (3): Bob ..."
706,5,1538,"22794,22796,22798,22803,22804","Movie: Cloudy with a Chance of Meatballs
ID: 22794
Cast Members (41): Bill Hader, Anna Faris, James Caan, Mr. T, Benjamin Bratt, Bruce Campbell, Neil Patrick Harris, Al Roker, Lauren Graham, Andy Samberg...
Crew Members (21): Mark Mothersbaugh, Mary Hidalgo, Chris Juen, Pam Marsden, Phil Lord, Phil Lord, Judi Barrett, Ron Barrett, Christopher Miller, Christopher Miller...

Movie: Simon Birch
ID: 22796
Cast Members (5): Jim Carrey, Ashley Judd, Ian Michael Smith, Joseph Mazzello, Oliver Platt
Cre..."
707,5,1692,"22804,22805,22820,22821,22824","Movie: Saw VI
ID: 22804
Cast Members (34): Tobin Bell, Costas Mandylor, Betsy Russell, Mark Rolston, Peter Outerbridge, Shawnee Smith, George Newbern, James Gilbert, Athena Karkanis, Tanedra Howard...
Crew Members (12): Mark Burg, Gregg Hoffman, Oren Koules, Charlie Clouser, David A. Armstrong, Kevin Greutert, Stephanie Gorin, Patrick Melton, Marcus Dunstan, Alex Kavanagh...

Movie: Motherhood
ID: 22805
Cast Members (13): Uma Thurman, Minnie Driver, Anthony Edwards, David Schallipp, Matthew Scha..."
708,5,1865,"22824,22825,22832,22881,22894","Movie: The Fourth Kind
ID: 22824
Cast Members (22): Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson, Enzo Cilenti, Elias Koteas, Eric Loren, Mia McKenna-Bruce, Raphaël Coleman, Daphne Alexander...
Crew Members (19): Paul Brooks, Sue Jones, Joe Carnahan, Johnetta Boone, Atli Örvarsson, Lorenzo Senatore, Olatunde Osunsanmi, Olatunde Osunsanmi, Terry Robbins, Carlos Silva Da Silva...

Movie: The Box
ID: 22825
Cast Members (16): Cameron Diaz, James Marsden, Frank Langella, Michael Zegen..."
709,5,1738,"22894,22897,22907,22908,22913","Movie: Legion
ID: 22894
Cast Members (15): Paul Bettany, Dennis Quaid, Kevin Durand, Kate Walsh, Doug Jones, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney...
Crew Members (22): Wendy Partridge, Rick Montgomery, Steven Kemper, John Frizzell, John Lindley, Peter Schink, Peter Schink, David Lancaster, Michel Litvak, Gary Michael Walters...

Movie: It's Complicated
ID: 22897
Cast Members (25): Meryl Streep, Alec Baldwin, Steve Martin, John Krasinski, Lake Bell, Mary Kay..."
710,5,1831,"22913,22947,22949,22954,22970","Movie: 24 7: Twenty Four Seven
ID: 22913
Cast Members (15): Bob Hoskins, Danny Nussbaum, Bruce Jones, Annette Badland, Frank Harper, Darren O. Campbell, Karl Collins, Justin Brady, Jimmy Hynd, Johann Myers...
Crew Members (10): Ashley Rowe, Boo Hewerdine, William Diver, George Faber, Shane Meadows, Shane Meadows, Paul Fraser, Abi Cohen, Sally French, Imogen West

Movie: Up in the Air
ID: 22947
Cast Members (15): George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Melanie Lynskey, Sam Ell..."
711,5,1733,"22970,22971,22972,23048,23049","Movie: The Cabin in the Woods
ID: 22970
Cast Members (48): Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams, Richard Jenkins, Bradley Whitford, Brian J. White, Amy Acker, Tim DeZarn...
Crew Members (79): David Julyan, Heike Brandstatter, Coreen Mayrs, Dane A. Davis, Dane A. Davis, Lucy Sustar, Peter Deming, Michael Diner, Joss Whedon, Joss Whedon...

Movie: Dear John
ID: 22971
Cast Members (9): Amanda Seyfried, Channing Tatum, Henry Thomas, Richard Jenkins, Scott Por..."
712,5,1603,"23049,23069,23082,23168,23169","Movie: My Life in Ruins
ID: 23049
Cast Members (15): Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan, Harland Williams, Rachel Dratch, Caroline Goodall, Ian Ogilvy, Sophie Stuckey, María Adánez...
Crew Members (2): Donald Petrie, Mike Reiss

Movie: Benji
ID: 23069
Cast Members (10): Patsy Garrett, Allen Fiuzat, Cynthia Smith, Peter Breck, Frances Bavier, Terry Carter, Edgar Buchanan, Tom Lester, Christopher Connelly, Deborah Walley
Crew Members (1): Joe Camp

Movie: The Inven..."
713,5,1809,"23169,23172,23330,23367,23398","Movie: Remember Me
ID: 23169
Cast Members (17): Robert Pattinson, Emilie de Ravin, Pierce Brosnan, Lena Olin, Chris Cooper, Ruby Jerins, Martha Plimpton, Gregory Jbara, Tate Ellington, Kate Burton...
Crew Members (14): Andrew Mondshein, Robert Pattinson, Allen Coulter, Susan Lyall, Nick Osborne, Joanna Colbert, Carol Cuddy, Marcelo Zarvos, Will Fetters, Trevor Engelson...

Movie: The Spy Next Door
ID: 23172
Cast Members (16): Amber Valletta, Lucas Till, Jackie Chan, Billy Ray Cyrus, George Lopez..."
714,5,1665,"23398,23479,23483,23531,23570","Movie: Alvin and the Chipmunks: The Squeakquel
ID: 23398
Cast Members (17): Zachary Levi, David Cross, Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney, Amy Poehler, Anna Faris, Christina Applegate, Wendie Malick...
Crew Members (16): Arnon Milchan, David Newman, Karen Rosenfelt, Anthony B. Richmond, Jon Vitti, Betty Thomas, Ross Bagdasarian, Jr., Janice Karman, Ross Bagdasarian, Michele Imperato...

Movie: The Bad News Bears
ID: 23479
Cast Members (17): Walter Matthau, Tatum O'Neal,..."
715,5,1595,"23570,23618,23629,23631,23655","Movie: The Pallbearer
ID: 23570
Cast Members (12): David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette, Carol Kane, Michael Vartan, Bitty Schram, Jean De Baer, Elizabeth Franz, Mark Margolis...
Crew Members (19): Suzanne Smith, Robert Elswit, Stewart Copeland, Billy Hopkins, Meryl Poster, Kerry Barden, J.J. Abrams, Donna Zakowska, Stephen Alesch, Matt Reeves...

Movie: The Original Kings of Comedy
ID: 23618
Cast Members (4): Steve Harvey, D. L. Hughley, Cedric the Entertainer, Bern..."
716,5,1707,"23655,23685,23706,23730,23742","Movie: Groove
ID: 23655
Cast Members (24): Hamish Linklater, Denny Kirkwood, Mackenzie Firgens, Lola Glaudini, Steve Van Wormer, Rachel True, Vincent Riverside, Dmitri Ponce, Ari Gold, Aaron Langridge...
Crew Members (2): Greg Harrison, Greg Harrison

Movie: Monkeybone
ID: 23685
Cast Members (100): Brendan Fraser, Bridget Fonda, John Turturro, Chris Kattan, Giancarlo Esposito, Rose McGowan, Dave Foley, Megan Mullally, Bob Odenkirk, Whoopi Goldberg...
Crew Members (31): Anne Dudley, Mark Warner, ..."
717,5,1633,"23742,23759,23827,23963,23988","Movie: Cop Out
ID: 23742
Cast Members (23): Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Seann William Scott, Michelle Trachtenberg, Jason Lee, Kevin Pollak, Adam Brody, Ana de la Reguera, Rashida Jones...
Crew Members (11): Harold Faltermeyer, Kevin Smith, Michael Tadross, David Klein, Marc Platt, Adam Siegel, Mark Cullen, Mark Cullen, Robb Cullen, Robb Cullen...

Movie: Centurion
ID: 23759
Cast Members (22): Michael Fassbender, Olga Kurylenko, David Morrissey, Liam Cunningham, Dominic We..."
718,5,1295,"23988,24021,24034,24055,24066","Movie: Stan Helsing
ID: 23988
Cast Members (27): Diora Baird, Leslie Nielsen, Steve Howey, Kenan Thompson, Tara Wilson, Ben Cotton, Holly Eglington, Ildiko Ferenczi, Desi Lydic, Elysia Rotaru...
Crew Members (2): Bo Zenga, Bo Zenga

Movie: The Twilight Saga: Eclipse
ID: 24021
Cast Members (42): Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Peter Facinelli, Billy Burke, Elizabeth Reaser, Nikki Reed, Kellan Lutz, Jackson Rathbone...
Crew Members (39): Howard Shore, Javier Aguir..."
719,5,1376,"24066,24071,24100,24113,24126","Movie: Happy, Texas
ID: 24066
Cast Members (9): Steve Zahn, William H. Macy, Jeremy Northam, Ally Walker, Ron Perlman, Illeana Douglas, M.C. Gainey, Mo Gaffney, Paul Dooley
Crew Members (4): Phil Reeves, Ed Stone, Mark Illsley, Mark Illsley

Movie: Mumford
ID: 24071
Cast Members (16): Loren Dean, Hope Davis, Jason Lee, Alfre Woodard, Zooey Deschanel, Mary McDonnell, Pruitt Taylor Vince, Martin Short, David Paymer, Jane Adams...
Crew Members (12): Colleen Atwood, James Newton Howard, William Stei..."
720,5,1411,"24126,24137,24150,24206,24226","Movie: Warlock: The Armageddon
ID: 24126
Cast Members (18): Julian Sands, Chris Young, Paula Marshall, Joanna Pacula, Steve Kahan, R. G. Armstrong, Charles Hallahan, Bruce Glover, Craig Hurley, Dawn Ann Billings...
Crew Members (3): David Twohy, Anthony Hickox, Kevin Rock

Movie: An Ideal Husband
ID: 24137
Cast Members (6): Cate Blanchett, Minnie Driver, Rupert Everett, Julianne Moore, Jeremy Northam, Peter Vaughan
Crew Members (3): Oliver Parker, Oliver Parker, Oscar Wilde

Movie: Halloween II
..."
